,Declaracion Jurada sobre la asistencia de la Comision Investigadora Multipartidaria que investiga las presuntas irregularidades en ESSALUD - MINSA - GOBIERNOS REGIONALES y LOCALES ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,filtro,archivo,Unnamed: 0,DECLARACIÓN JURADA SOBRE ASISTENCIA DE LA COMISIÓN AGRARIA,Unnamed: 8,Unnamed: 9,Unnamed: 10,Declaración Jurada sobre la asistencia de la Comision Iventigadora Multipartidaria,Unnamed: 11,Declaración Jurada sobre la asistencia de la Comision  Multipartidaria,AÑO DEL FORTALECIMIENTO DE LA SOBERANÍA NACIONAL,Declaración Jurada sobre la asistencia de la Comision Investigadora Multipartidaria que investiga ,Unnamed: 12,Unnamed: 13,Declaración Jurada sobre la asistencia de la Comision Investigadora Multipartidaria
12,,,FREDDY RONALD DÍAZ MONAGO,SECRETARIO,,Décimo Cuarta Sesión Extraordinaria,2022-05-24 00:00:00,,Congresistas,14 SE DJ ASISTENCIA CONGRESISTAS CA - 24.05.22.xlsx,AGRARIA,,1,,,,,,ALIANZA PARA EL PROGRESO,,,,
13,,,OSCAR ZEA CHOQUECHAMBI,Titular,,Décimo Cuarta  Sesión Extraordinaria,2022-05-24 00:00:00,1,Congresistas,14 SE DJ ASISTENCIA CONGRESISTAS CA - 24.05.22.xlsx,AGRARIA,,,,,,,,PERU LIBRE,,,,
14,,,JORGE SAMUEL COAYLA JUÁREZ,Titular,,Décimo Cuarta Sesión Extraordinaria,2022-05-24 00:00:00,1,Congresistas,14 SE DJ ASISTENCIA CONGRESISTAS CA - 24.05.22.xlsx,AGRARIA,,,,,,,,PERU LIBRE,,,,
15,,,MARGOT PALACIOS HUAMÁN,Titular,,Décimo Cuarta  Sesión Extraordinaria,2022-05-24 00:00:00,,Congresistas,14 SE DJ ASISTENCIA CONGRESISTAS CA - 24.05.22.xlsx,AGRARIA,,1,,,,,,PERU LIBRE,,,,
16,,,MARÍA ELIZABETH TAIPE CORONADO,Titular,,Décimo Cuarta Sesión Extraordinaria,2022-05-24 00:00:00,1,Congresistas,14 SE DJ ASISTENCIA CONGRESISTAS CA - 24.05.22.xlsx,AGRARIA,,,,,,,,PERU LIBRE,,,,
17,,,PAUL SILVIO GUTIERREZ TICONA,Titular,,Décimo Cuarta  Sesión Extraordinaria,2022-05-24 00:00:00,1,Congresistas,14 SE DJ ASISTENCIA CONGRESISTAS CA - 24.05.22.xlsx,AGRARIA,,,,,,,,PERU LIBRE,,,,
18,,,NILZA MERLY CHACÓN TRUJILLO,Titular,,Décimo Cuarta Sesión Extraordinaria,2022-05-24 00:00:00,1,Congresistas,14 SE DJ ASISTENCIA CONGRESISTAS CA - 24.05.22.xlsx,AGRARIA,,,,,,,,FUERZA POPULAR,,,,
19,,,HÉCTOR JOSÉ VENTURA ÁNGEL,Titular,,Décimo Cuarta  Sesión Extraordinaria,2022-05-24 00:00:00,1,Congresistas,14 SE DJ ASISTENCIA CONGRESISTAS CA - 24.05.22.xlsx,AGRARIA,,,,,,,,FUERZA POPULAR,,,,
20,,,EDUARDO CASTILLO RIVAS,Titular,,Décimo Cuarta Sesión Extraordinaria,2022-05-24 00:00:00,,Congresistas,14 SE DJ ASISTENCIA CONGRESISTAS CA - 24.05.22.xlsx,AGRARIA,,1,,,,,,FUERZA POPULAR,,,,
21,,,ILICH FREDY LÓPEZ UREÑA,Titular,,Décimo Cuarta  Sesión Extraordinaria,2022-05-24 00:00:00,1,Congresistas,14 SE DJ ASISTENCIA CONGRESISTAS CA - 24.05.22.xlsx,AGRARIA,,,,,,,,ACCIÓN POPULAR,,,,
22,,,IDELSO MANUEL GARCÍA CORREA,Titular,,Décimo Cuarta Sesión Extraordinaria,2022-05-24 00:00:00,,Congresistas,14 SE DJ ASISTENCIA CONGRESISTAS CA - 24.05.22.xlsx,AGRARIA,,1,,,,,,ALIANZA PARA EL PROGRESO,,,,
23,,,MARÍA JESSICA CÓRDOVA LOBATÓN,Titular,,Décimo Cuarta  Sesión Extraordinaria,2022-05-24 00:00:00,,Congresistas,14 SE DJ ASISTENCIA CONGRESISTAS CA - 24.05.22.xlsx,AGRARIA,,1,,,,,,AVANZA PAÍS,,,,
24,,,MIGUEL ÁNGEL CICCIA VÁSQUEZ,Titular,,Décimo Cuarta Sesión Extraordinaria,2022-05-24 00:00:00,1,Congresistas,14 SE DJ ASISTENCIA CONGRESISTAS CA - 24.05.22.xlsx,AGRARIA,,,,,,,,RENOVACÓN POPULAR,,,,
25,,,JENY LUZ LÓPEZ MORALES,Accesitaria,,Décimo Cuarta  Sesión Extraordinaria,2022-05-24 00:00:00,,Congresistas,14 SE DJ ASISTENCIA CONGRESISTAS CA - 24.05.22.xlsx,AGRARIA,,,,,,,,FUERZA POPULAR,,,,
26,,,CRUZ MARÍA ZETA CHUNGA,Accesitario,,Décimo Cuarta Sesión Extraordinaria,2022-05-24 00:00:00,1,Congresistas,14 SE DJ ASISTENCIA CONGRESISTAS CA - 24.05.22.xlsx,AGRARIA,,,,,,,,FUERZA POPULAR,,,,
27,,,TANIA ESTEFANY RAMÍREZ GARCÍA,Accesitario,,Décimo Cuarta  Sesión Extraordinaria,2022-05-24 00:00:00,,Congresistas,14 SE DJ ASISTENCIA CONGRESISTAS CA - 24.05.22.xlsx,AGRARIA,,,,,,,,FUERZA POPULAR,,,,
28,,,MERY ELIANA INFANTES CASTAÑEDA,Accesitario,,Décimo Cuarta Sesión Extraordinaria,2022-05-24 00:00:00,,Congresistas,14 SE DJ ASISTENCIA CONGRESISTAS CA - 24.05.22.xlsx,AGRARIA,,,,,,,,FUERZA POPULAR,,,,
29,,,CÉSAR MANUEL REVILLA VILLANUEVA,Accesitaria,,Décimo Cuarta  Sesión Extraordinaria,2022-05-24 00:00:00,,Congresistas,14 SE DJ ASISTENCIA CONGRESISTAS CA - 24.05.22.xlsx,AGRARIA,,,,,,,,FUERZA POPULAR,,,,
30,,,CORDERO JON TAY MARÍA DEL PILAR,Accesitaria,,Décimo Cuarta Sesión Extraordinaria,2022-05-24 00:00:00,,Congresistas,14 SE DJ ASISTENCIA CONGRESISTAS CA - 24.05.22.xlsx,AGRARIA,,,,,,,,FUERZA POPULAR,,,,
31,,,CORDERO JON TAY LUIS GUSTAVO,Accesitaria,,Décimo Cuarta  Sesión Extraordinaria,2022-05-24 00:00:00,,Congresistas,14 SE DJ ASISTENCIA CONGRESISTAS CA - 24.05.22.xlsx,AGRARIA,,,,,,,,FUERZA POPULAR,,,,
32,,,HERNANDO GUERRA GARCÍA CAMPOS,Accesitaria,,Décimo Cuarta Sesión Extraordinaria,2022-05-24 00:00:00,,Congresistas,14 SE DJ ASISTENCIA CONGRESISTAS CA - 24.05.22.xlsx,AGRARIA,,,,,,,,FUERZA POPULAR,,,,
33,,,ROSANGELLA BARBARÁN REYES,Accesitaria,,Décimo Cuarta  Sesión Extraordinaria,2022-05-24 00:00:00,,Congresistas,14 SE DJ ASISTENCIA CONGRESISTAS CA - 24.05.22.xlsx,AGRARIA,,,,,,,,FUERZA POPULAR,,,,
34,,,JORGE ALBERTO MORANTE FIGARI,Accesitario,,Décimo Cuarta Sesión Extraordinaria,2022-05-24 00:00:00,1,Congresistas,14 SE DJ ASISTENCIA CONGRESISTAS CA - 24.05.22.xlsx,AGRARIA,,,,,,,,FUERZA POPULAR,,,,
35,,,CARLOS ERNESTO BUSTAMANTE DONAYRE,Accesitario,,Décimo Cuarta  Sesión Extraordinaria,2022-05-24 00:00:00,,Congresistas,14 SE DJ ASISTENCIA CONGRESISTAS CA - 24.05.22.xlsx,AGRARIA,,,,,,,,FUERZA POPULAR,,,,
36,,,SOTO PALACIOS WILSON,Accesitaria,,Décimo Cuarta Sesión Extraordinaria,2022-05-24 00:00:00,,Congresistas,14 SE DJ ASISTENCIA CONGRESISTAS CA - 24.05.22.xlsx,AGRARIA,,,,,,,,ACCIÓN POPULAR,,,,
37,,,JORGE LUIS FLORES ANCACHI,Accesitaria,,Décimo Cuarta  Sesión Extraordinaria,2022-05-24 00:00:00,,Congresistas,14 SE DJ ASISTENCIA CONGRESISTAS CA - 24.05.22.xlsx,AGRARIA,,,,,,,,ACCIÓN POPULAR,,,,
38,,,SILVIA MARÍA MONTEZA FACHO,Accesitario,,Décimo Cuarta Sesión Extraordinaria,2022-05-24 00:00:00,,Congresistas,14 SE DJ ASISTENCIA CONGRESISTAS CA - 24.05.22.xlsx,AGRARIA,,,,,,,,ACCIÓN POPULAR,,,,
39,,,KAROL IVETT PAREDES FONSECA,Accesitario,,Décimo Cuarta  Sesión Extraordinaria,2022-05-24 00:00:00,,Congresistas,14 SE DJ ASISTENCIA CONGRESISTAS CA - 24.05.22.xlsx,AGRARIA,,,,,,,,ACCIÓN POPULAR,,,,
40,,,HILDA MARLENY PORTERO LÓPEZ,Accesitario,,Décimo Cuarta Sesión Extraordinaria,2022-05-24 00:00:00,,Congresistas,14 SE DJ ASISTENCIA CONGRESISTAS CA - 24.05.22.xlsx,AGRARIA,,,,,,,,ACCIÓN POPULAR,,,,
41,,,ELVIS HERNÁN VERGARA MENDOZA,Accesitario,,Décimo Cuarta  Sesión Extraordinaria,2022-05-24 00:00:00,,Congresistas,14 SE DJ ASISTENCIA CONGRESISTAS CA - 24.05.22.xlsx,AGRARIA,,,,,,,,ACCIÓN POPULAR,,,,
42,,,MARÍA GRIMANEZA ACUÑA PERALTA,Accesitario,,Décimo Cuarta Sesión Extraordinaria,2022-05-24 00:00:00,,Congresistas,14 SE DJ ASISTENCIA CONGRESISTAS CA - 24.05.22.xlsx,AGRARIA,,,,,,,,ALIANZA PARA EL PROGRESO,,,,
43,,,ELVA EDHIT JULON IRIGOIN,Accesitario,,Décimo Cuarta Sesión Extraordinaria,2022-05-24 00:00:00,,Congresistas,14 SE DJ ASISTENCIA CONGRESISTAS CA - 24.05.22.xlsx,AGRARIA,,,,,,,,"ALIANZA PARA EL
PROGRESO",,,,
44,,,HEIDY LISBETH JUAREZ CALLE,Accesitario,,Décimo Cuarta  Sesión Extraordinaria,2022-05-24 00:00:00,,Congresistas,14 SE DJ ASISTENCIA CONGRESISTAS CA - 24.05.22.xlsx,AGRARIA,,,,,,,,"ALIANZA PARA EL
PROGRESO",,,,
45,,,ALEJANDRO ENRIQUE CAVERO ALVA,Accesitario,,Décimo Cuarta Sesión Extraordinaria,2022-05-24 00:00:00,,Congresistas,14 SE DJ ASISTENCIA CONGRESISTAS CA - 24.05.22.xlsx,AGRARIA,,,,,,,,AVANZA PAÍS,,,,
46,,,ESDRAS RICARDO MEDINA MINAYA,Accesitario,,Décimo Cuarta  Sesión Extraordinaria,2022-05-24 00:00:00,,Congresistas,14 SE DJ ASISTENCIA CONGRESISTAS CA - 24.05.22.xlsx,AGRARIA,,,,,,,,RENOVACÓN POPULAR,,,,
47,,,SEGUNDO TORIBIO MONTALVO CUBAS,Accesitario,,Décimo Cuarta Sesión Extraordinaria,2022-05-24 00:00:00,,Congresistas,14 SE DJ ASISTENCIA CONGRESISTAS CA - 24.05.22.xlsx,AGRARIA,,,,,,,,PERU LIBRE,,,,
48,,,FRANCIS JHASMINA PAREDES CASTRO,Accesitario,,Décimo Cuarta  Sesión Extraordinaria,2022-05-24 00:00:00,,Congresistas,14 SE DJ ASISTENCIA CONGRESISTAS CA - 24.05.22.xlsx,AGRARIA,,,,,,,,PERU LIBRE,,,,
10,,,LESLIE VIVIAN OLÍVOS MARTÍNEZ,PRESIDENTE,,"Décima Quinta Sesión
Ordinaria",2022-06-04 00:00:00,,Congresistas,15 SO-DJ ASISTENCIA CONGRESISTAS CA -06.04.22.xlsx,AGRARIA,,1,,,,,,FUERZA POPULAR,,,,
11,,,RAÚL FELIPE DOROTEO CARBAJO,VICEPRESIDENTE,,"Décima Quinta Sesión
Ordinaria",2022-06-04 00:00:00,1,Congresistas,15 SO-DJ ASISTENCIA CONGRESISTAS CA -06.04.22.xlsx,AGRARIA,,,,,,,,ACCIÓN POPULAR,,,,
12,,,FREDDY RONALD DÍAZ MONAGO,SECRETARIO,,Décima Quinta Sesión Ordinaria,2022-06-04 00:00:00,1,Congresistas,15 SO-DJ ASISTENCIA CONGRESISTAS CA -06.04.22.xlsx,AGRARIA,,,,,,,,"ALIANZA PARA EL
PROGRESO",,,,
13,,,OSCAR ZEA CHOQUECHAMBI,Titular,,"Décima Quinta Sesión
Ordinaria",2022-06-04 00:00:00,,Congresistas,15 SO-DJ ASISTENCIA CONGRESISTAS CA -06.04.22.xlsx,AGRARIA,,1,,,,,,PERU LIBRE,,,,
14,,,JORGE SAMUEL COAYLA JUÁREZ,Titular,,"Décima Quinta Sesión
Ordinaria",2022-06-04 00:00:00,1,Congresistas,15 SO-DJ ASISTENCIA CONGRESISTAS CA -06.04.22.xlsx,AGRARIA,,,,,,,,PERU LIBRE,,,,
15,,,MARGOT PALACIOS HUAMÁN,Titular,,"Décima Quinta Sesión
Ordinaria",2022-06-04 00:00:00,1,Congresistas,15 SO-DJ ASISTENCIA CONGRESISTAS CA -06.04.22.xlsx,AGRARIA,,,,,,,,PERU LIBRE,,,,
16,,,MARÍA ELIZABETH TAIPE CORONADO,Titular,,"Décima Quinta Sesión
Ordinaria",2022-06-04 00:00:00,1,Congresistas,15 SO-DJ ASISTENCIA CONGRESISTAS CA -06.04.22.xlsx,AGRARIA,,,,,,,,PERU LIBRE,,,,
17,,,PAUL SILVIO GUTIERREZ TICONA,Titular,,"Décima Quinta Sesión
Ordinaria",2022-06-04 00:00:00,1,Congresistas,15 SO-DJ ASISTENCIA CONGRESISTAS CA -06.04.22.xlsx,AGRARIA,,,,,,,,PERU LIBRE,,,,
18,,,NILZA MERLY CHACÓN TRUJILLO,Titular,,"Décima Quinta Sesión
Ordinaria",2022-06-04 00:00:00,1,Congresistas,15 SO-DJ ASISTENCIA CONGRESISTAS CA -06.04.22.xlsx,AGRARIA,,,,,,,,FUERZA POPULAR,,,,
19,,,HÉCTOR JOSÉ VENTURA ÁNGEL,Titular,,"Décima Quinta Sesión
Ordinaria",2022-06-04 00:00:00,,Congresistas,15 SO-DJ ASISTENCIA CONGRESISTAS CA -06.04.22.xlsx,AGRARIA,,1,,,,,,FUERZA POPULAR,,,,
20,,,EDUARDO CASTILLO RIVAS,Titular,,"Décima Quinta Sesión
Ordinaria",2022-06-04 00:00:00,1,Congresistas,15 SO-DJ ASISTENCIA CONGRESISTAS CA -06.04.22.xlsx,AGRARIA,,,,,,,,FUERZA POPULAR,,,,
21,,,ILICH FREDY LÓPEZ UREÑA,Titular,,"Décima Quinta Sesión
Ordinaria",2022-06-04 00:00:00,1,Congresistas,15 SO-DJ ASISTENCIA CONGRESISTAS CA -06.04.22.xlsx,AGRARIA,,,,,,,,ACCIÓN POPULAR,,,,
22,,,IDELSO MANUEL GARCÍA CORREA,Titular,,Décima Quinta Sesión Ordinaria,2022-06-04 00:00:00,1,Congresistas,15 SO-DJ ASISTENCIA CONGRESISTAS CA -06.04.22.xlsx,AGRARIA,,,,,,,,"ALIANZA PARA EL
PROGRESO",,,,
23,,,MARÍA JESSICA CÓRDOVA LOBATÓN,Titular,,"Décima Quinta Sesión
Ordinaria",2022-06-04 00:00:00,1,Congresistas,15 SO-DJ ASISTENCIA CONGRESISTAS CA -06.04.22.xlsx,AGRARIA,,,,,,,,AVANZA PAÍS,,,,
24,,,MIGUEL ÁNGEL CICCIA VÁSQUEZ,Titular,,"Décima Quinta Sesión
Ordinaria",2022-06-04 00:00:00,1,Congresistas,15 SO-DJ ASISTENCIA CONGRESISTAS CA -06.04.22.xlsx,AGRARIA,,,,,,,,RENOVACÓN POPULAR,,,,
25,,,JENY LUZ LÓPEZ MORALES,Accesitaria,,"Décima Quinta Sesión
Ordinaria",2022-06-04 00:00:00,,Congresistas,15 SO-DJ ASISTENCIA CONGRESISTAS CA -06.04.22.xlsx,AGRARIA,,,,,,,,FUERZA POPULAR,,,,
26,,,CRUZ MARÍA ZETA CHUNGA,Accesitario,,"Décima Quinta Sesión
Ordinaria",2022-06-04 00:00:00,1,Congresistas,15 SO-DJ ASISTENCIA CONGRESISTAS CA -06.04.22.xlsx,AGRARIA,,,,,,,,FUERZA POPULAR,,,,
27,,,TANIA ESTEFANY RAMÍREZ GARCÍA,Accesitario,,"Décima Quinta Sesión
Ordinaria",2022-06-04 00:00:00,,Congresistas,15 SO-DJ ASISTENCIA CONGRESISTAS CA -06.04.22.xlsx,AGRARIA,,,,,,,,FUERZA POPULAR,,,,
28,,,MERY ELIANA INFANTES CASTAÑEDA,Accesitario,,"Décima Quinta Sesión
Ordinaria",2022-06-04 00:00:00,,Congresistas,15 SO-DJ ASISTENCIA CONGRESISTAS CA -06.04.22.xlsx,AGRARIA,,,,,,,,FUERZA POPULAR,,,,
29,,,CÉSAR MANUEL REVILLA VILLANUEVA,Accesitaria,,"Décima Quinta Sesión
Ordinaria",2022-06-04 00:00:00,1,Congresistas,15 SO-DJ ASISTENCIA CONGRESISTAS CA -06.04.22.xlsx,AGRARIA,,,,,,,,FUERZA POPULAR,,,,
30,,,CORDERO JON TAY MARÍA DEL PILAR,Accesitaria,,"Décima Quinta Sesión
Ordinaria",2022-06-04 00:00:00,,Congresistas,15 SO-DJ ASISTENCIA CONGRESISTAS CA -06.04.22.xlsx,AGRARIA,,,,,,,,FUERZA POPULAR,,,,
31,,,CORDERO JON TAY LUIS GUSTAVO,Accesitaria,,"Décima Quinta Sesión
Ordinaria",2022-06-04 00:00:00,,Congresistas,15 SO-DJ ASISTENCIA CONGRESISTAS CA -06.04.22.xlsx,AGRARIA,,,,,,,,FUERZA POPULAR,,,,
32,,,HERNANDO GUERRA GARCÍA CAMPOS,Accesitaria,,"Décima Quinta Sesión
Ordinaria",2022-06-04 00:00:00,,Congresistas,15 SO-DJ ASISTENCIA CONGRESISTAS CA -06.04.22.xlsx,AGRARIA,,,,,,,,FUERZA POPULAR,,,,
33,,,ROSANGELLA BARBARÁN REYES,Accesitaria,,"Décima Quinta Sesión
Ordinaria",2022-06-04 00:00:00,,Congresistas,15 SO-DJ ASISTENCIA CONGRESISTAS CA -06.04.22.xlsx,AGRARIA,,,,,,,,FUERZA POPULAR,,,,
34,,,JORGE ALBERTO MORANTE FIGARI,Accesitario,,"Décima Quinta Sesión
Ordinaria",2022-06-04 00:00:00,,Congresistas,15 SO-DJ ASISTENCIA CONGRESISTAS CA -06.04.22.xlsx,AGRARIA,,,,,,,,FUERZA POPULAR,,,,
35,,,CARLOS ERNESTO BUSTAMANTE DONAYRE,Accesitario,,Décima Quinta Sesión Ordinaria,2022-06-04 00:00:00,,Congresistas,15 SO-DJ ASISTENCIA CONGRESISTAS CA -06.04.22.xlsx,AGRARIA,,,,,,,,FUERZA POPULAR,,,,
36,,,SOTO PALACIOS WILSON,Accesitaria,,"Décima Quinta Sesión
Ordinaria",2022-06-04 00:00:00,,Congresistas,15 SO-DJ ASISTENCIA CONGRESISTAS CA -06.04.22.xlsx,AGRARIA,,,,,,,,ACCIÓN POPULAR,,,,
37,,,JORGE LUIS FLORES ANCACHI,Accesitaria,,"Décima Quinta Sesión
Ordinaria",2022-06-04 00:00:00,,Congresistas,15 SO-DJ ASISTENCIA CONGRESISTAS CA -06.04.22.xlsx,AGRARIA,,,,,,,,ACCIÓN POPULAR,,,,
38,,,SILVIA MARÍA MONTEZA FACHO,Accesitario,,"Décima Quinta Sesión
Ordinaria",2022-06-04 00:00:00,,Congresistas,15 SO-DJ ASISTENCIA CONGRESISTAS CA -06.04.22.xlsx,AGRARIA,,,,,,,,ACCIÓN POPULAR,,,,
39,,,KAROL IVETT PAREDES FONSECA,Accesitario,,"Décima Quinta Sesión
Ordinaria",2022-06-04 00:00:00,,Congresistas,15 SO-DJ ASISTENCIA CONGRESISTAS CA -06.04.22.xlsx,AGRARIA,,,,,,,,ACCIÓN POPULAR,,,,
40,,,HILDA MARLENY PORTERO LÓPEZ,Accesitario,,"Décima Quinta Sesión
Ordinaria",2022-06-04 00:00:00,,Congresistas,15 SO-DJ ASISTENCIA CONGRESISTAS CA -06.04.22.xlsx,AGRARIA,,,,,,,,ACCIÓN POPULAR,,,,
41,,,ELVIS HERNÁN VERGARA MENDOZA,Accesitario,,"Décima Quinta Sesión
Ordinaria",2022-06-04 00:00:00,,Congresistas,15 SO-DJ ASISTENCIA CONGRESISTAS CA -06.04.22.xlsx,AGRARIA,,,,,,,,ACCIÓN POPULAR,,,,
42,,,MARÍA GRIMANEZA ACUÑA PERALTA,Accesitario,,Décima Quinta Sesión Ordinaria,2022-06-04 00:00:00,,Congresistas,15 SO-DJ ASISTENCIA CONGRESISTAS CA -06.04.22.xlsx,AGRARIA,,,,,,,,ALIANZA PARA EL PROGRESO,,,,
43,,,LUIS RAÚL PICÓN QUEDO,Accesitario,,Décima Quinta Sesión Ordinaria,2022-06-04 00:00:00,,Congresistas,15 SO-DJ ASISTENCIA CONGRESISTAS CA -06.04.22.xlsx,AGRARIA,,,,,,,,ALIANZA PARA EL PROGRESO,,,,
44,,,ELVA EDHIT JULON IRIGOIN,Accesitario,,Décima Quinta Sesión Ordinaria,2022-06-04 00:00:00,,Congresistas,15 SO-DJ ASISTENCIA CONGRESISTAS CA -06.04.22.xlsx,AGRARIA,,,,,,,,"ALIANZA PARA EL
PROGRESO",,,,
45,,,HEIDY LISBETH JUAREZ CALLE,Accesitario,,Décima Quinta Sesión Ordinaria,2022-06-04 00:00:00,,Congresistas,15 SO-DJ ASISTENCIA CONGRESISTAS CA -06.04.22.xlsx,AGRARIA,,,,,,,,"ALIANZA PARA EL
PROGRESO",,,,
46,,,ALEJANDRO ENRIQUE CAVERO ALVA,Accesitario,,"Décima Quinta Sesión
Ordinaria",2022-06-04 00:00:00,,Congresistas,15 SO-DJ ASISTENCIA CONGRESISTAS CA -06.04.22.xlsx,AGRARIA,,,,,,,,AVANZA PAÍS,,,,
47,,,ESDRAS RICARDO MEDINA MINAYA,Accesitario,,"Décima Quinta Sesión
Ordinaria",2022-06-04 00:00:00,,Congresistas,15 SO-DJ ASISTENCIA CONGRESISTAS CA -06.04.22.xlsx,AGRARIA,,,,,,,,RENOVACÓN POPULAR,,,,
48,,,SEGUNDO TORIBIO MONTALVO CUBAS,Accesitario,,"Décima Quinta Sesión
Ordinaria",2022-06-04 00:00:00,,Congresistas,15 SO-DJ ASISTENCIA CONGRESISTAS CA -06.04.22.xlsx,AGRARIA,,,,,,,,PERU LIBRE,,,,
49,,,FRANCIS JHASMINA PAREDES CASTRO,Accesitario,,"Décima Quinta Sesión
Ordinaria",2022-06-04 00:00:00,,Congresistas,15 SO-DJ ASISTENCIA CONGRESISTAS CA -06.04.22.xlsx,AGRARIA,,,,,,,,PERU LIBRE,,,,
